Name,Comedy,Action,Fantasy,Adventure,Kids,Drama,Sci-Fi,Music,Shounen,Slice of Life,Romance,School,Supernatural,Hentai,Historical,Mecha,Magic,Seinen,Ecchi,Mystery,Sports,Shoujo,Parody,Super Power,Military,Dementia,Demons,Space,Horror,Martial Arts,Harem,Game,Psychological,Police,Samurai,Vampire,Cars,Thriller,Shounen Ai,Josei,Shoujo Ai,Unknown,Yaoi,Yuri,Genres
Kamikaze Kaitou Jeanne,1.0,,1.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo"
Kannazuki no Miko,,,,,,1.0,,,1.0,,1.0,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai"
Kanon,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Romance, Slice of Life, Supernatural"
Kareshi Kanojo no Jijou,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Drama, Romance, School, Shoujo, Slice of Life"
Kono Minikuku mo Utsukushii Sekai,1.0,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi"
Kimi ga Nozomu Eien,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Romance, Slice of Life"
Kita e.: Diamond Dust Drops,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drama, Romance, Slice of Life"
Loveless,,1.0,1.0,,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai"
Blood+,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire"
Re: Cutey Honey,1.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai"
Solty Rei,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Super Power"
Juuni Kokuki,,1.0,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy, Magic, Supernatural"
Shaman King,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
X/1999,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural"
X,,1.0,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo"
Mahou Sensei Negima!,1.0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural"
Maria-sama ga Miteru,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai"
Boukyaku no Senritsu,,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural"
"Ima, Soko ni Iru Boku",,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Adventure, Drama, Fantasy, Military, Sci-Fi"
Peace Maker Kurogane,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"Action, Comedy, Historical, Samurai, Shounen"
Pita Ten,1.0,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Fantasy, Kids, Romance, School, Shounen"
Power Stone,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Historical, Shounen"
Mononoke Hime,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy"
RahXephon,,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi"
Samurai 7,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"Historical, Mecha, Samurai, Sci-Fi"
Scrapped Princess,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen"
s.CRY.ed,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Super Power, Drama"
Shingetsutan Tsukihime,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire"
Slam Dunk,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Drama, School, Shounen, Sports"
Strange Dawn,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Drama, Fantasy"
Tactics,1.0,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen"
Tenjou Tenge,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen"
Tokyo Underground,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power"
Triangle Heart: Sweet Songs Forever,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Romance"
Tsubasa Chronicle,,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen"
Ultra Maniac,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Magic, Romance, School, Shoujo"
Ultra Maniac OVA,1.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Magic, Romance, School"
Vandread,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space"
Vandread: The Second Stage,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space"
Tenkuu no Escaflowne,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,"Adventure, Psychological, Romance, Fantasy, Mecha"
Whistle!,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"School, Shounen, Sports"
Xenosaga The Animation,,1.0,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Action, Mecha, Sci-Fi, Shounen, Space"
Initial D First Stage,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,"Action, Cars, Drama, Seinen, Sports"
Initial D Second Stage,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,"Action, Cars, Drama, Seinen, Sports"
Initial D Third Stage,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,"Action, Cars, Sports, Drama, Romance, Seinen"
Gosenzo San'e,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Hentai, Mystery, Supernatural"
Love Hina,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life"
Love Hina Again,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Drama, Ecchi, Romance, Shounen"
Love Hina Christmas Special: Silent Eve,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Romance"
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Romance"
Maburaho,1.0,,,,,1.0,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School"
Macross Zero,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Adventure, Mecha, Military, Sci-Fi, Shounen"
Onegai☆Teacher,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Comedy, Drama, Romance, School"
Onegai☆Twins,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Drama, Harem, School, Sci-Fi"
Rizelmine,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Comedy, Romance, Ecchi, School"
Speed Grapher,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Mystery, Super Power"
Sen to Chihiro no Kamikakushi,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Supernatural, Drama"
Tenshi na Konamaiki,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Magic, Romance, Shounen"
Video Girl Ai,1.0,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Drama, Ecchi, Romance"
Wolf's Rain,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi"
Words Worth,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Adventure, Hentai, Demons, Magic, Fantasy"
Yumeria,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,"Action, Comedy, Ecchi, Harem, Super Power"
Samurai Champloo,1.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,"Action, Adventure, Comedy, Historical, Samurai, Shounen"
Lodoss-tou Senki: Eiyuu Kishi Den,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Drama, Magic, Romance, Fantasy"
Lodoss-tou Senki,,1.0,1.0,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural"
R.O.D: Read or Die,,1.0,,1.0,,,1.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic"
R.O.D: The TV,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama"
Ranma ½,1.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen"
Pure Mail,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hentai
Project A-Ko,1.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power"
Pia Carrot e Youkoso!!,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance, Hentai"
Pia Carrot e Youkoso!! 2,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance, Hentai"
Pia Carrot e Youkoso!! 2 DX,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance"
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Romance"
Shin Angel,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Drama, Hentai, Romance"
Kidou Senkan Nadesico,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space"
Kidou Senkan Nadesico: The Prince of Darkness,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space"
Kuro no Danshou,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,"Hentai, Horror"
Mezzo Forte,1.0,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Comedy, Hentai, Sci-Fi"
Mezzo DSA,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Mystery, Sci-Fi"
Dragon Ball,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
Dragon Ball GT,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen"
Elfen Lied,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen"
FLCL,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha"
Jigoku Shoujo,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,"Mystery, Horror, Psychological, Supernatural"
Ninin ga Shinobuden,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,"Comedy, Parody, Martial Arts"
Air Master,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,"Action, Comedy, Martial Arts, Seinen"
Asagiri no Miko,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Comedy, Supernatural, Fantasy, Seinen"
Cardcaptor Sakura,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo"
Daa! Daa! Daa!,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sci-Fi, Shoujo"
Dan Doh!!,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Sports, Shounen"
Detective Conan,1.0,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,"Adventure, Mystery, Comedy, Police, Shounen"
E's Otherwise,1.0,,,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural"
Koukyoushihen Eureka Seven,,,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Drama, Mecha, Romance, Sci-Fi"
Rekka no Honoo,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,"Action, Adventure, Martial Arts, Shounen, Super Power"
Gankutsuou,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,"Drama, Mystery, Sci-Fi, Supernatural, Thriller"
Genshiken,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Parody"
Girls Bravo: First Season,1.0,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen"
Gokusen,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,"Slice of Life, Comedy, Drama, School, Josei"
Gravitation,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,"Comedy, Music, Romance, Shoujo, Shounen Ai"
Agatha Christie no Meitantei Poirot to Marple,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Historical, Mystery"
Great Teacher Onizuka,1.0,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, Drama, School, Shounen"
Groove Adventure Rave,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Romance, Shounen"
Harukanaru Toki no Naka de: Hachiyou Shou,,,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo"
Ichigo 100%,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Ecchi, Harem, Romance, Shounen"
InuYasha,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen"
Konjiki no Gash Bell!!,1.0,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen"
Kyou kara Maou!,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Demons, Fantasy, Shoujo"
Madlax,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen"
Jungle wa Itsumo Hare nochi Guu,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy, School"
Jungle wa Itsumo Hare nochi Guu Deluxe,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Slice of Life"
Jungle wa Itsumo Hare nochi Guu Final,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Comedy"
Hoshi no Koe,,,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"Sci-Fi, Space, Drama, Romance, Mecha"
Ikkitousen,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,"Ecchi, Super Power, Martial Arts, School"
Hitsuji no Uta,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,"Horror, Drama, Vampire"
Happy☆Lesson,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Harem, Romance, School"
Happy☆Lesson (TV),1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Drama, Harem, Romance, Slice of Life"
Happy☆Lesson: Advance,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Harem, Romance, Slice of Life"
Happy☆Lesson: The Final,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Comedy, Harem, Romance, School"
Hajime no Ippo,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sports, Drama, Shounen"
Hajime no Ippo: Champion Road,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Shounen, Sports"
Hajime no Ippo: Mashiba vs. Kimura,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Sports, Shounen"
Gunparade March: Arata Naru Kougunka,,,,,,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life"
Gungrave,,1.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Drama, Sci-Fi, Seinen, Super Power"
Golden Boy,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Ecchi"
Bleach,1.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen"
Hellsing,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,"Action, Horror, Supernatural, Vampire, Seinen"
Gad Guard,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sci-Fi, Adventure, Mecha, Shounen"
Noir,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Mystery, Drama"
Mahoutsukai ni Taisetsu na Koto,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Drama, Magic, Shounen"
Kiddy Grade,,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Super Power, Ecchi, Mecha"
Love♥Love?,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,"Ecchi, Comedy, Harem, Romance"
Mahoromatic: Automatic Maiden,1.0,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Comedy, Ecchi, Military, Romance, Sci-Fi"
Mahoromatic: Motto Utsukushii Mono,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Military, Sci-Fi, Comedy, Drama, Romance, Ecchi"
Viewtiful Joe,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Sci-Fi, Comedy, Shounen"
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,,,1.0,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,"Fantasy, Historical, Horror, Mystery, Psychological, Supernatural"
Animal Yokochou,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"Adventure, Comedy, Fantasy, Shoujo"
Akane Maniax,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Comedy, Mecha, Romance"
Angel Heart,,1.0,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,"Action, Mystery, Drama, Romance, Seinen"
Akage no Anne,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Slice of Life, Historical, Drama"
Area 88 (TV),,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Action, Drama, Military, Romance, Shounen"
Argento Soma,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"Action, Adventure, Drama, Mecha, Military, Sci-Fi"
